title	date	dept	dept_top
축산분뇨 문제해결 및 무허가 축사 적법화 등을 위한 근본대책	2016.02.22	농림축산식품부 축산정책국 축산정책과	농림축산식품부
새로운 서비스산업, 농림어업 중심 투자활성화 대책	2016.02.18	기획재정부 정책조정국 정책조정총괄과	기획재정부
제9차 무역투자진흥회의 : 새로운 서비스산업, 농림어업 중심 투자활성화 대책	2016.02.18	기획재정부 정책조정국 정책조정총괄과	기획재정부
공공부문 비정규직 고용개선 대책(2단계 '16~'17년 정규직 전환계획)	2016.02.17	고용노동부 노동정책실 공무원노사관계과	고용노동부
새로운 수출 동력 창출을 위한 민간의 신산업 진출 촉진 방안	2016.02.17	산업통상자원부 산업기반실 산업기술정책관 산업기술정책과	산업통상자원부
국민재산을 늘리기 위한 ISA 활성화 방안	2016.02.12	금융위원회 자본시장국 자산운용과	금융위원회
개성공단 전면중단에 따른 입주기업 우선지원 대책	2016.02.11	정부합동대책반 현장기업지원반	정부합동대책반
추나요법 건강보험 시범사업	2016.02.07	보건복지부 보건의료정책실 한의약정책과	보건복지부
2015회계연도 세입세출 및 국가 결산	2016.02.05	기획재정부 재정관리국 회계결산과	기획재정부
2016년 제2차 경제관계장관회의	2016.02.03	기획재정부 정책조정국 정책조정총괄과	기획재정부
K-ICT 시큐리티 해외진출 가속화 방안	2016.02.03	미래창조과학부 정보통신정책실 정보보호정책관 정보보호기획과	미래창조과학부
호스피스·완화의료와 연명의료중단의 법적 근거 마련	2016.02.03	보건복지부 보건의료정책실 질병정책과	보건복지부
국민 중심 맞춤형 복지를 위한 읍면동 복지허브화 추진계획	2016.02.03	사회보장위원회	사회보장위원회
제1차 노숙인 등의 복지 및 자립지원 종합계획(2016~2020)	2016.02.03	사회보장위원회	사회보장위원회
금융공공기관 성과중심 문화 확산 방향	2016.02.01	금융위원회 금융정책국 금융정책과	금융위원회
2016년 공공기관 지정 현황	2016.01.29	기획재정부 정책조정국 정책조정총괄과	기획재정부
제3차 자연환경보전 기본계획(2016~2025)	2016.01.29	환경부 자연보전정책실 자연생태정책과	환경부
효율적 개인채무조정을 위한 개선방안	2016.01.28	금융위원회 서민금융과	금융위원회
공공기관 성과연봉제 확대추진	2016.01.28	기획재정부 공공정책국 제도기획과	기획재정부
제178차 대외경제장관회의 : 2016년 대외경제정책 추진방향 논의	2016.01.28	기획재정부 대외경제국 대외경제총괄과	기획재정부
다채널방송(MMS) 도입방안	2016.01.28	방송통신위원회	방송통신위원회
전력분야 10대 프로젝트	2016.01.28	산업통상자원부 에너지자원실 원전산업정책관 전력진흥과	산업통상자원부
중금리 신용대출 활성화 방안	2016.01.27	금융위원회 중소금융과	금융위원회
공동근로복지기금제도 시행	2016.01.21	고용노동부 노동정책실 퇴직연금복지과	고용노동부
2016년 제1차 경제관계장관회의	2016.01.21	기획재정부 정책조정국 정책조정총괄과	기획재정부
차산업 발전 및 차문화 진흥에 관한 법률 시행	2016.01.21	농림축산식품부 식품산업정책실 유통소비정책관 원예산업과	농림축산식품부
개선된 빈용기보증금제도 본격 시행 : 자원재활용법 개정	2016.01.21	환경부 자원순환국 자원재활용과	환경부
크라우드펀딩 활성화 방안	2016.01.19	금융위원회 투자금융연금팀	금융위원회
설 민생대책 추진	2016.01.19	기획재정부 경제정책국 물가정책과	기획재정부
2016년도 예산 및 기금운용계획 집행지침	2016.01.19	기획재정부 예산실 예산기준과	기획재정부
NTIS 4.0(2016~2018) 발전계획	2016.01.15	미래창조과학부 과학기술전략본부 성과평가혁신관 연구제도과	미래창조과학부
농업 6차산업화를 통한 농촌경제 및 수출 활성화 방안	2016.01.14	농림축산식품부 기획조정실 기획재정담당관	농림축산식품부
제3차 한의약육성발전종합계획('16~'20년)	2016.01.13	보건복지부 보건의료정책실 한의약정책과	보건복지부
제3차 지속가능발전 기본계획(2016~2035)	2016.01.12	환경부 환경정책실 정책총괄과	환경부
제4차 여성농업인 육성 기본계획(2016~2020)	2016.01.11	농림축산식품부 농촌정책국 농촌복지여성과	농림축산식품부
제3차 녹색제품 구매촉진 기본계획(2016-2020)	2016.01.11	환경부 환경정책실 환경기술경제과	환경부
제2차 농림식품과학기술 육성 종합계획	2016.01.07	농림축산식품부 식품산업정책실 창조농식품정책관 과학기술정책과	농림축산식품부
제3차 과학기술인재 육성·지원 기본계획(2016~2020)	2016.01.07	미래창조과학부 미래인재정책국 미래인재정책과	미래창조과학부
중장기 쌀 수급안정 대책	2015.12.31	농림축산식품부 식량정책관 식량정책과	농림축산식품부
제2차 환경교육종합계획(2016~2020)	2015.12.31	환경부	환경부
제2차 물환경관리 기본계획(2016~2025)	2015.12.31	환경부 물환경정책국 물환경정책과	환경부
제2차 국가하수도 종합계획(2016~2025)	2015.12.31	환경부 물환경정책국 생활하수과	환경부
2015년 제24차 경제관계장관회의	2015.12.30	기획재정부 정책조정국 정책조정총괄과	기획재정부
달 탐사 1단계 개발계획	2015.12.30	미래창조과학부 연구개발정책실 거대공공연구정책관 거대공공연구정책과	미래창조과학부
디지털사이니지 산업 활성화 대책	2015.12.29	미래창조과학부 방송진흥정책국 디지털방송정책과	미래창조과학부
지상파 UHD 방송 도입을 위한 정책방안	2015.12.29	방송통신위원회	방송통신위원회
국민연금 실업크레딧 도입	2015.12.29	보건복지부 연금정책국 국민연금정책과	보건복지부
제12차 장기 천연가스 수급계획 : 2015~2029	2015.12.29	산업통상자원부 에너지자원실 가스산업과	산업통상자원부
천연가스 산업 발전 전략	2015.12.29	산업통상자원부 에너지자원실 가스산업과	산업통상자원부
2016년 중소기업 정책자금 운용계획	2015.12.29	중소기업청 기업금융과	중소기업청
제4차 국가환경종합계획(2016~2035)	2015.12.29	환경부 환경정책실 정책총괄과	환경부
공중케이블 정비 중장기 종합계획(안)	2015.12.28	미래창조과학부 통신정책국 통신자원정책과	미래창조과학부
제4차 국민건강증진종합계획	2015.12.28	보건복지부 건강정책국 건강정책과	보건복지부
2016년부터 달라지는 금융제도	2015.12.24	금융위원회 금융정책국 금융정책과	금융위원회
2016년 재정 조기집행 계획	2015.12.23	기획재정부 재정관리국 재정집행관리팀	기획재정부
노후준비 지원법 제정	2015.12.23	보건복지부 인구정책실 인구정책과	보건복지부
2016년 지역산업진흥계획	2015.12.23	산업통상자원부 산업기반실 지역경제정책관 지역산업과	산업통상자원부
2016년 국고채 시장관리 및 제도개선 방안	2015.12.22	기획재정부 국고국 국채과	기획재정부
제2차 국가 기후변화 적응대책(2016~2020)	2015.12.22	환경부 환경정책실 기후변화협력과	환경부
공공부문 시간선택제 활성화 방안	2015.12.21	고용노동부 고용정책실 고용문화개선정책과	고용노동부
연금자산의 효율적 관리 방안	2015.12.21	고용노동부 노동정책실 퇴직연금복지과	고용노동부
한-중국/베트남/뉴질랜드 FTA 발효	2015.12.20	산업통상자원부 통상교섭실 FTA협상총괄과	산업통상자원부
제3차 야생생물 보호 기본계획(2016~2020)	2015.12.18	환경부 자연보전국 생물다양성과	환경부
제3차 수은관리 종합대책(2016~2020)	2015.12.18	환경부 환경정책실 화학물질정책과	환경부
'16 소비자정책 종합시행계획	2015.12.17	공정거래위원회 소비자정책국 소비자정책과	공정거래위원회
별내선 복선전철(서울 8호선 연장) 착공	2015.12.17	국토교통부 철도국 광역도시철도과	국토교통부
사회공헌활동 기부은행 확대 시행	2015.12.17	보건복지부 사회복지정책실 사회서비스일자리과	보건복지부
제3차 국가 치매관리 종합계획 ('16~'20년)	2015.12.17	보건복지부 인구정책실 노인정책과	보건복지부
`16년도 외국인력 도입·운용계획 및 고용허가제 송출국 운영 효율화 방안	2015.12.16	고용노동부 기획조정실 외국인력담당관	고용노동부
승강장 발빠짐 사고 저감대책	2015.12.16	국토교통부 철도국 철도시설안전과	국토교통부
금융소비자보호 규제 강화 방안	2015.12.16	금융위원회 중소서민금융정책관 금융소비자과	금융위원회
2016년 경제정책방향	2015.12.16	기획재정부 경제정책국 종합정책과	기획재정부
농업진흥지역 보완·정비 방안	2015.12.16	농림축산식품부 농업정책국 농지과	농림축산식품부
제2차 신직업 추진현황 및 육성계획	2015.12.15	고용노동부 고용정책실 청년고용기획과	고용노동부
금융규제 운영규정 제정	2015.12.15	금융위원회 금융정책국 금융정책과	금융위원회
제1차 중소기업 기술보호 지원계획	2015.12.15	산업통상자원부 산업기반실 산업기술정책관 산업기술시장과	산업통상자원부
제2차 산업기술의 유출방지 및 보호에 관한 종합계획:2016~2018	2015.12.15	산업통상자원부 산업기반실 산업기술정책관 산업기술시장과	산업통상자원부
제2차 공항소음방지 및 주민지원 중기계획 (2016~2020)	2015.12.14	국토교통부 항공정책실 공항안전환경과	국토교통부
가계부채 대응방향 및 여신(주택담보대출) 심사 선진화 방안	2015.12.14	금융위원회 금융정책국 금융정책과	금융위원회
제21차 기후변화협약 당사국 총회: 신기후체제 합의문 파리협정 채택	2015.12.12	환경부 기획조정실 지구환경담당관	환경부
시장질서 규제 선진화방안	2015.12.10	금융위원회 자본시장국 공정시장과	금융위원회
사물인터넷 확산 전략	2015.12.08	미래창조과학부 정보통신정책실 인터넷융합정책관 정책총괄과	미래창조과학부
제3차 환경친화적자동차 개발 및 보급 기본계획: 2016~2020	2015.12.08	산업통상자원부 산업정책실 자동차항공과	산업통상자원부
광양항 활성화 및 중장기 발전 방안	2015.12.08	해양수산부 항만국 항만정책과	해양수산부
BEPS(다국적기업의 조세회피 행위) 프로젝트 대응 방향(Ⅳ)	2015.12.07	기획재정부 세제실 국제조세제도과	기획재정부
소프트웨어 교육 활성화 기본계획	2015.12.06	미래창조과학부 정보통신정책실 소프트웨어정책관 소프트웨어교육혁신팀	미래창조과학부
금융회사 영업행위 규제개혁방안	2015.12.04	금융위원회 금융정책과	금융위원회
2060 장기 재정전망	2015.12.04	기획재정부 재정기획국 재정건전성관리과	기획재정부
"""청년희망, 경제혁신, 민생안정"" 2016년도 예산"	2015.12.03	기획재정부 예산실 예산총괄과	기획재정부
2015년도 세법개정(안) 국회 본회의 통과	2015.12.02	기획재정부 세제실 조세정책과	기획재정부
고용문화 개선을 담은 고용보험법 시행령 개정	2015.12.01	고용노동부 고용정책실 고용보험기획과	고용노동부
농업·농촌부문 가뭄대응 종합대책	2015.12.01	농림축산식품부 식량정책관 농업기반과	농림축산식품부
중부·영동 고속도로 안전개선 사업	2015.11.30	국토교통부 도로국 첨단도로환경과	국토교통부
BEPS(다국적기업의 조세회피 행위) 프로젝트 대응 방향(Ⅲ)	2015.11.30	기획재정부 세제실 국세조세제도과	기획재정부
면세판매장 즉시환급 제도 신설 및 출국항 사후환급 절차 간소화 추진	2015.11.30	기획재정부 세제실 부가가치세제과	기획재정부
청년 해외취업 촉진대책	2015.11.27	고용노동부 고용정책실 청년취업지원과	고용노동부
제177차 대외경제장관회의 : 청년 해외취업 촉진 대책	2015.11.27	기획재정부 대외경제국 대외경제총괄과	기획재정부
제4차 편의증진 국가종합 5개년 계획 (2015~2019)	2015.11.26	보건복지부 장애인정책국 장애인권익지원과	보건복지부
기초연금 수급희망자 이력관리제도 도입	2015.11.24	보건복지부 연금정책국 기초연금과	보건복지부
국유재산 가격 재평가 계획	2015.11.21	재정경제부 국고국 국유재산과	재정경제부
BEPS(다국적기업의 조세회피 행위) 프로젝트 대응 방향(Ⅱ)	2015.11.20	기획재정부 세제실 국제조세제도과	기획재정부
서울-세종 고속도로 건설	2015.11.19	국토교통부 도로국 도로정책과	국토교통부
고가차량 관련 자동차보험 합리화 방안	2015.11.19	금융위원회 금융서비스국 보험과	금융위원회
2015년 제22차 경제관계장관회의	2015.11.19	기획재정부 정책조정국 정책조정총괄과	기획재정부
'발달장애인 권리보장 및 지원에 관한 법률' 시행	2015.11.19	보건복지부 장애인정책국 장애인서비스과	보건복지부
BEPS(다국적기업의 조세회피 행위) 프로젝트 대응 방향	2015.11.16	기획재정부 세세질 국제조세제도과	기획재정부
공공부문 입찰·계약비리 방지 및 계약효율성 향상방안	2015.11.13	기획재정부 국고국 계약제도과	기획재정부
부처합동 수출 활성화 추진계획	2015.11.11	산업통상자원부 무역투자실 무역진흥과	산업통상자원부
2015년 제21차 경제관계장관회의	2015.11.10	기획재정부 정책조정국 정책조정총괄과	기획재정부
제1차 클라우드컴퓨팅 발전 기본계획(2016~2018)	2015.11.10	미래창조과학부 정보통신정책실 소프트웨어정책관 소프트웨어진흥과	미래창조과학부
환경보건 종합계획 수정계획 (2011~2020)	2015.11.10	환경부 환경정책실 환경보건정책과	환경부
대학 규제혁신 방안	2015.11.06	교육부 대학정책실 대학정책과	교육부
바이오헬스산업 규제개혁 및 활성화방안	2015.11.06	보건복지부 보건산업정책국 보건산업정책과	보건복지부
중소기업 신 보증체계 구축방안	2015.11.04	금융위원회 금융정책국 산업금융과	금융위원회
기후변화 대응을 위한 글로벌 기술협력 전략	2015.11.04	미래창조과학부 연구개발정책실 기초원천연구정책관 원천기술과	미래창조과학부
지능형 로봇 표준화 추진계획	2015.11.03	국가기술표준원	국가기술표준원
바이오헬스 미래 신산업 육성 전략: 의료기기 미래전략	2015.11.03	산업통상자원부 산업정책실 전자전기과	산업통상자원부
신용카드 수수료 인하방안	2015.11.02	금융위원회 금융서비스국 중소금융과	금융위원회
연금 금융상품 가입자 권익제고 방안	2015.10.29	금융감독원 금융혁신국 금융혁신2팀	금융감독원
건전성 규제 선진화 방안	2015.10.29	금융위원회 금융정책국 금융정책과	금융위원회
기업은행·산업은행 역할 강화방안	2015.10.29	금융위원회 금융정책국 산업금융과	금융위원회
2015년 시·도경제협의회	2015.10.29	기획재정부 정책조정국 지역경제정책과	기획재정부
수주산업 회계투명성 제고방안	2015.10.28	금융위원회 자본시장국 공정시장과	금융위원회
산후조리원 감염관리 종합대책	2015.10.28	보건복지부 인구정책실 출산정책과	보건복지부
2015년 제20차 경제관계장관회의	2015.10.27	기획재정부 정책조정국 정책조정총괄과	기획재정부
2015년 신에너지 및 재생에너지 개발이용·보급 실행계획	2015.10.27	산업통상자원부 에너지자원실 에너지자원정책관 신재생에너지과	산업통상자원부
`15년도 수확기 쌀 수급안정대책	2015.10.26	농림축산식품부 식량정책관 식량정책과	농림축산식품부
생애주기별 어구관리 방안	2015.10.26	해양수산부 수산정책실 어업정책과	해양수산부
제3차 해외건설진흥기본계획(2015~2019)	2015.10.22	국토교통부 건설정책국 해외건설정책과	국토교통부
기업구조조정 전문회사 설립· 운영방안	2015.10.22	금융위원회 금융정책국 금융정책과	금융위원회
제176차 대외경제장관회의 : 해외건설진흥기본계획	2015.10.22	기획재정부 대외경제국 대외경제총괄과	기획재정부
수요자원 거래시장 중장기 육성 방안	2015.10.22	산업통상자원부 에너지자원실 에너지산업정책관 전력진흥과	산업통상자원부
낚시어선 안전관리 개선대책	2015.10.22	해양수산부 수산정책실 수산자원정책과	해양수산부
현장조사절차 개혁과 내부통제 강화를 위한 ‘사건처리 3.0’ 방안	2015.10.21	공정거래위원회 경쟁정책국 경쟁정책과	공정거래위원회
보험산업 경쟁력 강화 로드맵	2015.10.19	금융위원회 금융서비스국 보험과	금융위원회
금융교육 강화 방안	2015.10.15	금융위원회 중소서민금융정책관 금융소비자과	금융위원회
하도급 거래 공정화 지침 개정: 보다 신속한 중소 하도급 업체의 피해 구제	2015.10.14	공정거래위원회 기업거래정책국 기업거래정책과	공정거래위원회
2015년 제19차 경제관계장관회의	2015.10.14	기획재정부 정책조정국 정책조정총괄과	기획재정부
경영회생지원 농지매입사업 제도개선방안	2015.10.14	농림축산식품부 농업정책국 농지과	농림축산식품부
ICT 융복합 스마트 팜 확산 대책	2015.10.14	농림축산식품부 식품산업정책실 창조농식품정책관 창조농식품정책과	농림축산식품부
스마트 팜 확산대책	2015.10.14	농림축산식품부 식품산업정책실 창조농식품정책관 창조농식품정책과	농림축산식품부
정부 창업지원사업 효율화 방안	2015.10.14	미래창조과학부 창조융합기획과	미래창조과학부
창의·혁신·기술형 기업의 재기지원 활성화 방안	2015.10.14	중소기업청 재도전성장과	중소기업청
금융투자업 경쟁력 강화 방안	2015.10.13	금융위원회 자본시장국 자본시장과	금융위원회
안전하고 경제적인 원전해체와 원전해체산업 육성을 위한 정책방향	2015.10.05	미래창조과학부 연구개발정책실 거대공공연구정책관 원자력진흥정책과	미래창조과학부
저성장, 저금리 시대 효율적 자산관리수단으로 「ETF 시장 발전 방안」	2015.10.02	금융위원회 자본시장국 자산운용과	금융위원회
금융소비자에게 불리한 금융약관 정비방안	2015.10.01	금융감독원 감독총괄국	금융감독원
`15년도 구제역·AI 특별방역대책	2015.09.30	농림축산식품부 축산정책국 방역관리과	농림축산식품부
제175차 대외경제장관회의 : 중국 경제 동향 및 대응방안	2015.09.24	기획재정부 대외경제국 대외경제총괄과	기획재정부
2015년 제18차 경제관계장관회의	2015.09.22	기획재정부 정챌조정국 정책조정총괄과	기획재정부
경제활성화 촉진을 위한 공공조달 혁신방안	2015.09.22	조달청	조달청
정부 3.0 행복출산 원스톱 서비스 추진	2015.09.22	행정자치부 창조정부조직실 행정제도혁신과	행정자치부
개인신용평가 관행 개선방안	2015.09.21	금융감독원 IT.금융정보보호단	금융감독원
고령자, 유병자, 장애인, 외국인 등을 위한 금융서비스 개선방안	2015.09.21	금융감독원 금융혁신국	금융감독원
행정지도 등 그림자규제 개선방안	2015.09.18	금융위원회 금융정책국 금융정책과	금융위원회
어린이 활동공간에 대한 환경안전 개선 계획	2015.09.18	환경부 환경정책실 환경보건정책과	환경부
고용디딤돌 및 사회맞춤형 학과 지원 확충 방안	2015.09.17	고용노동부 직업능력정책국 직업능력정책과	고용노동부
’15~’19년 공공기관 중장기 재무관리계획	2015.09.16	기획재정부 공공정책국 재무경영과	기획재정부
추석 민생대책 추진	2015.09.15	기획재정부 경제정책국 물가정책과	기획재정부
「전환형 시간선택제」로 시간선택제 일자리 지원제도 개편·시행	2015.09.14	기획재정부 예산실 고용환경예산과	기획재정부
2015년 중장기 조세정책 운용계획	2015.09.11	기획재정부 세제실 조세분석과	기획재정부
건설공사 발주자 불공정관행 개선방안	2015.09.10	국토교통부 건설정책국 건설경제과	국토교통부
민간서민금융회사 역할 강화방안	2015.09.10	금융위원회 중소금융과	금융위원회
2016년 공공차관 5년 앞당겨 전액상환 추진	2015.09.10	기획재정부 국고국 국고과	기획재정부
클라우드 서비스 활성화를 위한 정보보호 대책	2015.09.10	미래창조과학부 정보통신정책실 소프트웨어정책관 소프트웨어진흥과	미래창조과학부
2015년 제17차 경제관계장관회의	2015.09.09	기획재정부 정책조정국 정책조정총괄과	기획재정부
해외여행보험 관련 소비자 권익제고 방안	2015.09.08	금융감독원 보험상품감독국 제3보험팀	금융감독원
하도급대금 ‘윗 물꼬 트기’ 조사 착수	2015.09.04	공정거래위원회 기업거래정책국 기업거래정책과	공정거래위원회
'15~'19년 국가재정운용계획	2015.09.04	기획재정부 예산실 예산총괄과	기획재정부
서민·중산층 주거안정강화 방안	2015.09.02	국토교통부 주택토지실 주택정책과	국토교통부
금융분야 제재개혁 추진방안	2015.09.01	금융위원회 금융정책국 금융제도팀	금융위원회
2016년 국유재산종합계획(안)	2015.09.01	기획재정부 국고국 국유재산정책과	기획재정부
역외세원 양성화를 위한 미신고 역외소득·재산 자진 신고제도 시행	2015.09.01	기획재정부 세제실 국제조세제도과	기획재정부
국가방역체계 개편방안	2015.09.01	보건복지부 메르스 후속조치 추진 TF	보건복지부
신규사업자용 주파수 할당계획	2015.08.31	미래창조과학부 전파정책국 주파수정책과	미래창조과학부
2015년 외국인환자 30만명 목표 달성을 위한 방안	2015.08.31	보건복지부 보건산업정책국 보건산업정책과	보건복지부
임상시험 글로벌 경쟁력 강화방안	2015.08.31	보건복지부 보건산업정책국 보건산업진흥과	보건복지부
국내 최초 중·저준위 방사성폐기물 처분시설 준공	2015.08.29	산업통상자원부 에너지자원실 원전산업정책관 원전환경과	산업통상자원부
은행의 자체 기술신용평가 실시를 위한 「기술신용대출 정착 로드맵」 발표	2015.08.27	금융위원회 금융정책국 산업금융과	금융위원회
국내 핀테크 기업의 해외진출 지원방안	2015.08.26	금융위원회 금융서비스국 전자금융과	금융위원회
제173차 대외경제장관회의 : FTA를 활용한 외국인투자 활성화 방안 등 논의	2015.08.26	기획재정부 대외경제국 대외경제총괄과	기획재정부
2015년 제16차 경제관계장관회의	2015.08.26	기획재정부 정책조정국 정책조정총괄과	기획재정부
메르스 이후 소비 동향에 대한 대응방안	2015.08.26	기획재정부 정책조정국 정책조정총괄과	기획재정부
실손의료보험 가입자 권익제고 방안	2015.08.25	금융감독원 보험상품감독국 제3보험팀	금융감독원
한-에콰도르 SECA 협상개시	2015.08.25	산업통상자원부 통상교섭실 FTA정책기획과	산업통상자원부
갯벌 복원을 통한 자원화 종합계획	2015.08.25	해양수산부 해양정책실 해양환경정책과	해양수산부
제1차 식품등의 기준 및 규격 관리 기본계획	2015.08.21	식품의약품안전처 식품안전정책국 식품기준기획관 식품기준과	식품의약품안전처
철도안전 혁신대책	2015.08.13	국토해양부 교통정책실 철도기술안전과	국토해양부
은행의 자율성·책임성 제고방안	2015.08.13	금융위원회 금융서비스국 은행과	금융위원회
노동 개혁 추진계획(대통령 담화 4대 개혁)	2015.08.12	고용노동부 노동정책실 노사협력정책과	고용노동부
제 3기 국민환경보건 기초조사	2015.08.12	국립환경과학원	국립환경과학원
국민연금 자산운용평가제도 개선방안	2015.08.12	기획재정부 재정관리국 경제재정성과과	기획재정부
2015년 제15차 경제관계장관회의	2015.08.12	기획재정부 정책조정국 정책조정총괄과	기획재정부
유망 서비스산업 육성 추진계획	2015.08.12	기획재정부 정책조정국 정책조정총괄과	기획재정부
일본인 명의 은닉재산 '국가 환수' 추진	2015.08.12	조달청	조달청
자영업자 고용보험제도 개선방안	2015.08.11	고용노동부 고용정책실 고용보험기획과	고용노동부
지방자치단체 유사·중복 사회보장사업 정비 추진방안	2015.08.11	사회보장위원회	사회보장위원회
개인종합자산관리계좌(ISA) 도입 방안	2015.08.06	금융위원회 자본시장국 자산운용과	금융위원회
2015년 세법개정(안)	2015.08.06	기획재정부 세제실 조세정책과	기획재정부
「방송통신 결합상품 제도개선(안)」	2015.08.06	미래창조과학부 통신정책국 통신이용제도과	미래창조과학부
카드사의 불합리한 영업관행 개선방안	2015.08.05	금융감독원 상호여전감독국	금융감독원
제3차 건설근로자 고용개선 기본계획('15~'19)	2015.08.04	고용노동부 고용정책실 지역산업고용정책과	고용노동부
경원선 철도복원사업 추진	2015.08.04	국토교통부 철도국 철도건설과	국토교통부
근거중심 표준임상진료지침 개발·확산 추진	2015.08.03	보건복지부 보건의료정책실 한의약산업과	보건복지부
현장 중심의 산업단지 활성화 대책	2015.07.30	산업통상자원부 산업기반실 입지총괄과	산업통상자원부
환경영향평가 절차 합리화 추진	2015.07.30	환경부 자연보전국 국토환경정책과	환경부
제1차 경관정책기본계획(2015∼2019)	2015.07.29	국토교통부 국토도시실 건축문화경관과	국토교통부
통장기반 금융거래 관행 등 혁신방안	2015.07.29	금융감독원 은행감독국	금융감독원
2015년 하반기 재정집행 계획	2015.07.29	기획재정부 재정관리국 재정집행관리팀	기획재정부
지방공공기관 구조개혁 방안	2015.07.29	행정자치부 지방재정세제실 공기업과	행정자치부
메르스 후속관리계획	2015.07.28	보건복지부 중앙메르스관리대책본부	보건복지부
청년 고용절벽 해소 종합대책	2015.07.27	기획재정부 미래경제전략국 인력정책과	기획재정부
제7차 전력수급기본계획 (2015~2029)	2015.07.24	산업통상자원부 에너지자원실 에너지자원정책관 전력산업과	산업통상자원부
의료기관·약국의 환자 개인정보 보호대책	2015.07.23	보건복지부 보건의료정책실 보건의료정책과	보건복지부
2015년 제14차 경제관계장관회의	2015.07.22	기획재정부 정책조정국 정책조정총괄과	기획재정부
면세산업에서의 중소·중견기업 지원방안	2015.07.22	기획재정부 정책조정국 정책조정총괄과	기획재정부
가계부채 종합 관리방안	2015.07.21	금융위원회 금융정책국 금융정책과	금융위원회
가축질병 방역체계 개선방안	2015.07.21	농림축산식품부 축산정책국 방역총괄과	농림축산식품부
구제역 방역대책 개선방안	2015.07.21	농림축산식품부 축산정책국 방역총괄과	농림축산식품부
중소·벤처기업 투자금융 활성화 방안 마련	2015.07.17	금융위원회 자본시장국 자산운용과	금융위원회
금융회사의 해외사업 활성화 지원방안	2015.07.16	금융위원회 금융정책국 글로벌금융과	금융위원회
금융권 공동 핀테크 오픈 플랫폼 구축 추진계획(안)	2015.07.15	금융위원회 금융서비스국 전자금융과	금융위원회
부산항 세계 2대 환적거점항 육성 및 특화발전 전략	2015.07.14	해양수산부 해운물류국 항만물류기획과	해양수산부
펀드시장 질서 확립을 위한 개선대책	2015.07.13	금융감독원 자산운용감독실	금융감독원
건축투자활성화 대책	2015.07.09	국토교통부 국토도시실 건축정책과	국토교통부
지방공항 활성화 방안	2015.07.09	국토교통부 항공정책실 항공정책과	국토교통부
금융거래시 제출서류 등 간소화 추진계획	2015.07.09	금융감독원 금융혁신국	금융감독원
관광산업, 벤처, 건축 투자활성화 대책	2015.07.09	기획재정부 정책조정국 정책조정총괄과	기획재정부
제8차 무역투자진흥회의 : 관광산업, 벤처, 건축 투자활성화 대책	2015.07.09	기획재정부 정책조정국 정책조정총괄과	기획재정부
벤처·창업붐 확산 방안	2015.07.09	미래창조과학부 창조융합기획과	미래창조과학부
기초연금 수급자의 적정급여를 위한 정보연계 강화방안	2015.07.09	보건복지부 연금정책국 기초연금과	보건복지부
수출경쟁력 강화대책	2015.07.09	산업통상자원부 산업정책실 산업정책과	산업통상자원부
2016년 최저임금 확정·고시	2015.07.09	최저임금위원회	최저임금위원회
국가어항 레저관광개발 기본계획	2015.07.09	해양수산부 수산정책실 어촌어항과	해양수산부
퇴직연금 자산운용 규제 개선	2015.07.08	금융위원회 자본시장국 자산운용과	금융위원회
제172차 대외경제장관회의 : 유라시아 로드맵 및 이란 핵협상 타결 관련 정부 대응방향	2015.07.08	기획재정부 대외경제국 대외경제총괄과	기획재정부
유학생 유치 확대방안	2015.07.07	교육부 기획조정실 교육개발협력팀	교육부
금융소비자보호 실태평가제도 도입방안	2015.07.03	금융감독원 소비자보호총괄국	금융감독원
추경에 따른 국고채 시장 안정화 방안	2015.07.03	기획재정부 국고국 국채과	기획재정부
메르스 극복과 서민생활 안정을 위한 2015년도 추가경정예산	2015.07.03	기획재정부 예산실 예산정책과	기획재정부
거래소시장 경쟁력 강화 방안	2015.07.02	금융위원회 자본시장국 자본시장과	금융위원회
자본시장 개혁을 위한 정책 추진방안	2015.07.02	금융위원회 자본시장국 자본시장과	금융위원회
2015년 제13차 경제관계장관회의	2015.07.02	기획재정부 정책조정국 정책조정총괄과	기획재정부
지하공간통합지도 구축계획(2016~2019)	2015.07.01	국토교통부 주택토지실 공간정보진흥과	국토교통부
불합리한 금융투자상품 판매·운용 관행 쇄신방안	2015.06.30	금융감독원 금융투자감독국	금융감독원
「안심 상속」원스톱 서비스 시행	2015.06.30	금융감독원 소비자보호총괄국	금융감독원
은행권 계좌이동서비스 제공 방안	2015.06.30	금융위원회 금융서비스국 은행과	금융위원회
할랄식품산업 발전 및 수출 활성화 대책	2015.06.30	농림축산식품부 식품산업정책실 식품산업정책관 할랄식품팀	농림축산식품부
해외투자 활성화 방안	2015.06.29	기획재정부 국제금융정책국 국제금융과	기획재정부
금융산업의 글로벌 경쟁력 강화를 위한 외환제도 개혁방안	2015.06.29	기획재정부 국제금융정책국 외환제도과	기획재정부
난임으로 인한 심리상담과 의료상담 제공 시범사업 실시	2015.06.29	보건복지부 인구정책실 출산정책과	보건복지부
평택 -제천 고속도로 전구간 개통	2015.06.26	국토교통부 도로국 도로정책과	국토교통부
한·중 통화스왑자금 위안화 유동성 공급제도 도입	2015.06.26	한국은행	한국은행
퇴직연금시장 질서 확립을 위한 개선대책	2015.06.25	금융감독원 금융혁신국 금융혁신1팀	금융감독원
